show_id,type,title,release,runtime,episode_count,popularity
s43,Movie,Alvin and the Chipmunks: Chipwrecked,2011-12-14,87,,42.914
s396,Movie,Wild Portugal,2020-10-09,44,,2.073
s981,Movie,Journey to Shark Eden,2009-01-01,60,,2.601
s1212,Movie,Star Wars: A New Hope (Episode IV),,0,,17.138
s240,Movie,Oklahoma!,1955-10-10,148,,10.786
s1186,Movie,Secrets of Life,1956-11-06,70,,1.364
s1209,TV Show,Star Wars Forces of Destiny (Shorts),2017-07-03,114,38,13.476
s414,TV Show,Soy Luna,2016-03-14,9900,220,220.977
s714,Movie,A Bug's Life,1998-11-25,95,,92.427
s394,Movie,The Chronicles Of Narnia: The Voyage of the Dawn Treader,2010-12-02,113,,49.68
s938,Movie,Herbie Goes to Monte Carlo,1977-06-24,105,,9.983
s720,Movie,Aladdin and the King of Thieves,1996-05-20,81,,30.419
s1099,Movie,Muppet Treasure Island,1996-02-16,100,,8.052
s91,TV Show,Star Wars Galaxy of Sounds,2021-09-29,56,7,8.28
s92,TV Show,The Hatcher Family Dairy,2021-07-11,352,8,0.6
s1336,Movie,The Shaggy D.A.,1976-12-17,91,,5.894
s484,Movie,Race to Witch Mountain,2009-03-12,98,,12.766
s1195,Movie,Sister Act 2: Back in the Habit,1993-12-09,107,,16.048
s1030,Movie,Mail Dog,1947-11-14,7,,3.268
s443,Movie,Star Wars: Galaxy's Edge-Adventure Awaits,2019-09-29,81,,2.824
s822,TV Show,Disney DuckTales (Shorts),2017-08-12,1921,88,37.085
s432,Movie,Magic Camp,2020-08-14,100,,10.349
s916,Movie,Go Figure,2005-06-10,88,,8.552
s205,Movie,Raya and the Last Dragon,2021-03-03,107,,268.726
s1013,Movie,Lemonade Mouth,2011-12-06,106,,16.907
s929,Movie,Halloweentown II: Kalabar's Revenge,2001-10-12,81,,9.343
s1343,Movie,The Suite Life Movie,2011-03-25,80,,11.425
s1252,TV Show,The Avengers: United They Stand,1999-10-30,286,13,6.058
s1191,Movie,Shipwrecked,1990-08-22,75,,0.6
s542,Movie,In Beaver Valley,1950-07-19,32,,1.449
s24,Movie,Home Sweet Home Alone,2021-11-12,93,,124.906
s1007,TV Show,LEGO Star Wars: The Freemaker Adventures (Shorts),2016-06-20,602,31,7.388
s269,Movie,The Big Year,2011-10-13,100,,8.569
s1045,Movie,Marvel Studios' Doctor Strange,2016-10-25,115,,349.598
s760,TV Show,Boy Meets World,1993-09-24,3792,158,13.926
s188,Movie,Adventures in Babysitting,2016-06-24,95,,26.214
s1108,Movie,Olaf's Frozen Adventure,2017-10-27,22,,32.614
s667,Movie,Marvel 75 Years: From Pulp to Pop!,2014-11-04,41,,5.771
s35,Movie,The Ballad of Nessie,2011-04-13,6,,5.475
s1201,Movie,Snowball Express,1972-01-01,93,,4.801
s612,Movie,Disney Phineas and Ferb: Phineas and Ferb Star Wars,2014-07-26,51,,14.738
s247,TV Show,Primal Survivor,2016-01-21,1485,33,4.177
s560,Movie,Let's Stick Together,1952-04-25,7,,4.168
s178,Movie,Shark Gangs,2021-07-07,44,,1.904
s704,Movie,Forky Asks a Question: What is Art?,2019-11-22,4,,3.68
s1297,Movie,The Lion King 2: Simba's Pride,1998-10-24,81,,102.382
s994,Movie,Kitbull,2019-01-18,9,,9.159
s1379,Movie,Toy Story 2,1999-10-30,92,,181.967
s814,Movie,Dinosaur,2000-05-19,82,,124.158
s121,Movie,Cruella,2021-05-26,134,,390.028
s189,TV Show,Running Wild with Bear Grylls,2014-07-28,2193,51,11.48
s812,Movie,Descendants 2,2017-07-21,111,,62.992
s332,Movie,Buried Truth of the Maya,2020-08-25,47,,2.714
s598,Movie,The Odd Life of Timothy Green,2012-08-15,105,,14.362
s403,Movie,The Giant Robber Crab,2019-06-28,44,,2.175
s845,TV Show,Disney's Fairy Tale Weddings: Holiday Magic,2017-05-07,714,17,3.023
s1249,Movie,The Aristocats,1970-12-24,78,,68.067
s584,Movie,Onward,2020-02-29,103,,57.814
s834,TV Show,Disney Legend of the Three Caballeros,2018-06-09,286,13,5.024
s1263,Movie,The Castaway Cowboy,1974-08-01,91,,1.606
s1389,Movie,Tree Climbing Lions,2018-04-06,44,,1.405
s559,TV Show,Disney Mickey and the Roadster Racers - Chip 'N' Dale's Nutty Tales (Shorts),2017-01-15,,174,19.445
s304,Movie,You Again,2010-09-24,105,,32.829
s879,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,2004-09-12,151,,15.022
s147,TV Show,Critter Fixers: Country Vets,2020-03-07,,26,1.507
s1063,TV Show,Marvel's Rocket & Groot (Shorts),2017-03-14,24,12,5.573
s522,TV Show,Doc McStuffins,2012-03-23,,268,44.242
s270,Movie,The Last Ice,2020-10-24,83,,3.011
s1246,Movie,The African Lion,1955-09-14,75,,2.536
s1225,Movie,Stuck in the Suburbs,2004-07-16,76,,11.356
s134,TV Show,Chicken Squad,2021-05-14,,58,4.127
s485,Movie,The Big Green,1995-09-29,100,,9.981
s978,Movie,Johnny Kapahala: Back on Board,2007-06-08,90,,7.367
s514,TV Show,Secrets of Wild India,2012-04-05,180,3,0.6
s367,Movie,Home Alone 3,1997-12-12,102,,34.105
s1222,Movie,Stepsister from Planet Weird,2000-06-17,85,,4.22
s687,TV Show,Disney The Lion Guard,2016-01-15,1702,74,50.56
s1278,Movie,The Game Plan,2007-09-28,110,,35.748
s193,TV Show,Disney Just Roll With It,2019-06-14,,43,2.964
s211,TV Show,Disney Sydney To The Max,2019-01-25,1449,63,13.266
s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,2016-12-09,22,,2.961
s373,TV Show,Goldie & Bear,2015-09-12,1225,49,4.631
s405,TV Show,Ancient China from Above,2020-08-11,,3,0.869
s102,Movie,Disney's Broadway Hits at London's Royal Albert Hall,2016-12-21,155,,1.785
s1148,Movie,Princess Protection Program,2009-05-20,89,,53.389
s748,Movie,Benji the Hunted,1987-06-05,88,,7.465
s426,Movie,The One and Only Ivan,2020-08-21,93,,15.166
s624,Movie,Splash,1984-03-09,111,,14.626
s424,Movie,Beauty and the Beast,1991-10-22,84,,106.626
s971,Movie,Iron Will,1994-01-14,108,,10.268
s517,Movie,Women Of Impact: Changing The World,2020-03-08,0,,3.056
s1422,Movie,You Wish!,2003-01-10,87,,4.086
s991,Movie,Kingdom of the Apes: Battle Lines,2014-07-13,44,,0.6
s1300,Movie,The Little Mermaid:  Ariel's Beginning,2008-08-25,77,,5.239
s806,TV Show,Darkwing Duck,1991-09-08,2024,92,15.633
s575,Movie,Double Dribble,1946-12-20,7,,4.225
s465,TV Show,Wild Congo,2014-01-26,88,2,2.744
s946,Movie,Home on the Range,2004-04-02,76,,47.183
s638,TV Show,Muppet Babies Show and Tell (Shorts),2018-03-02,,10,1.516
s882,TV Show,Even Stevens,2000-06-17,,65,11.529
s811,Movie,Deep Blue,2003-05-18,83,,5.496
s691,Movie,Glory Road,2006-01-13,118,,16.541
s585,Movie,Out of Scale,1951-11-02,7,,2.405
s1062,TV Show,Marvel's Inhumans,2017-09-29,344,8,53.054
s301,TV Show,Marvel Battleworld: Mystery of the Thanostones,2020-06-17,24,6,0.6
s1198,Movie,Smart House,1999-06-26,82,,7.658
s1165,Movie,Richie Rich's Christmas Wish,1998-11-03,84,,11.451
s1232,Movie,Tangled Before Ever After,2017-03-10,55,,24.77
s768,TV Show,Bug Juice: My Adventures at Camp,2018-07-16,368,16,1.132
s317,TV Show,Disney Fam Jam,2020-02-23,475,19,0.84
s620,Movie,Marvel's Iron Man & Hulk: Heroes United,2013-12-03,71,,14.7
s618,Movie,Marvel Rising: Playing With Fire,2019-12-18,44,,6.758
s1114,Movie,Operation Dumbo Drop,1995-07-28,107,,8.92
s140,Movie,Killer Shark vs Killer Whale,2021-08-06,44,,1.018
s1003,TV Show,LEGO Star Wars: All Stars (Shorts),2018-11-10,146,17,4.853
s718,Movie,A Ring of Endless Light,2002-07-04,88,,3.468
s662,Movie,Drain The Sunken Pirate City,2017-01-01,47,,1.166
s49,Movie,Space Buddies,2009-02-02,84,,11.995
s74,TV Show,Among the Stars,2021-10-06,281,6,2.503
s458,TV Show,Marvel Funko Shorts,2016-11-30,33,11,1.144
s697,TV Show,Sheriff Callie's Wild West,2013-12-13,2250,90,4.685
s366,Movie,Home Alone 2: Lost in New York,1992-11-19,120,,53.342
s1220,Movie,Starstruck,2010-02-14,81,,18.316
s1031,Movie,Man Among Cheetahs,2017-12-31,44,,1.083
s202,TV Show,Loki,2021-06-09,291,6,286.776
s531,Movie,Star Wars: The Rise of Skywalker (Episode IX),2019-12-18,142,,85.629
s172,TV Show,So Random!,2011-06-05,598,26,9.136
s676,Movie,Star Wars: The Last Jedi (Episode VIII),2017-12-13,152,,83.642
s649,Movie,Cars Toon: El Materdor,2008-10-29,3,,8.84
s785,Movie,Cars Toon: Monster Truck Mater,2010-07-30,5,,7.725
s248,Movie,Rio,2011-04-03,96,,86.647
s125,Movie,Underdog,2007-08-03,81,,12.426
s1083,Movie,Minutemen,2008-02-29,91,,11.622
s116,TV Show,The Incredible Dr. Pol,2011-10-29,,235,10.202
s1022,Movie,Lilo & Stitch 2: Stitch Has a Glitch,2005-01-22,68,,40.03
s1115,TV Show,Origins: The Journey of Humankind,2017-03-06,400,8,1.709
s220,TV Show,Ice Road Rescue,2015-08-31,2745,61,5.765
s1276,Movie,The Fox and the Hound,1981-07-10,82,,58.658
s1344,TV Show,The Suite Life of Zack & Cody,2005-03-18,2001,87,34.712
s1047,Movie,Marvel Studios' Guardians of the Galaxy Vol. 2,2017-04-19,137,,136.568
s111,Movie,Pirates of the Caribbean: On Stranger Tides,2011-05-14,137,,276.499
s1224,Movie,Stonehenge Decoded: Secrets Revealed,2008-10-23,92,,1.451
s279,TV Show,The Falcon and The Winter Soldier,2021-03-19,319,6,141.203
s381,TV Show,Gathering Storm,2020-06-22,,6,0.903
s1101,Movie,My Favorite Martian,1999-02-11,94,,11.418
s107,TV Show,Life Below Zero,2013-05-19,10860,181,9.763
s184,Movie,"The Good, The Bart, and The Loki",2021-07-07,6,,178.892
s1303,Movie,The Lizzie McGuire Movie,2003-05-02,94,,12.825
s122,Movie,Dan in Real Life,2007-10-26,98,,12.147
s203,TV Show,Gordon Ramsay: Uncharted,2019-07-21,1081,23,10.563
s78,Movie,Fauci,2021-09-10,104,,3.734
s357,Movie,Folklore: the long pond studio sessions,2020-11-25,106,,12.921
s1078,Movie,Mickey's Rival,1936-06-20,8,,2.443
s36,Movie,The Little Matchgirl,2006-09-07,7,,6.694
s27,Movie,Marvel Studios’ 2021 Disney+ Day Special,2021-11-12,14,,17.852
s1039,Movie,Marvel Studios' Avengers: Age of Ultron,2015-04-22,141,,274.103
s1105,Movie,Newsies: The Broadway Musical,2017-02-16,134,,8.04
s805,Movie,Darby O'Gill and the Little People,1959-06-24,93,,7.795
s733,Movie,Atlantis: Milo's Return,2003-02-25,70,,19.336
s16,TV Show,Baymax!,2022-06-29,70,6,329.821
s763,Movie,Breaking2,2017-09-20,55,,2.24
s692,TV Show,Henry Hugglemonster,2013-10-01,1100,50,8.125
s623,Movie,"My Dog, the Thief",1969-09-21,88,,2.723
s170,Movie,World's Biggest Bullshark,2021-07-05,44,,2.854
s18,TV Show,Disney Fancy Nancy,2018-07-13,2706,123,8.712
s287,TV Show,Disney Channel Games 2008,2008-07-27,110,5,1.006
s312,Movie,Wild Uganda,2018-06-13,45,,1.281
s1360,Movie,The Young Black Stallion,2003-12-25,49,,11.854
s214,Movie,Let's Be Tigers,2021-05-28,15,,9.83
s565,Movie,"Maggie Simpson in ""Playdate with Destiny""",2020-02-29,4,,37.558
s1184,Movie,Secretariat,2010-08-20,123,,14.736
s562,TV Show,Tron Uprising,2012-06-07,418,19,23.627
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,1993-10-09,76,,79.163
s1413,TV Show,Wizards of Waverly Place,2007-10-12,2484,108,36.54
s166,TV Show,Shark Attack Files,2021-07-12,,14,7.598
s782,Movie,Cars Toon: Hiccups,2013-03-22,3,,3.72
s853,TV Show,Disney's The Little Mermaid (Series),1992-09-11,682,31,30.951
s1014,Movie,Lend a Paw,1941-10-03,8,,4.723
s841,Movie,Disney Under The Sea: A Descendants Short Story,2018-09-28,10,,16.982
s617,Movie,Marvel Rising: Operation Shuri,2019-10-11,22,,6.826
s961,Movie,Inner Workings,2016-11-23,7,,8.255
s742,Movie,Beach Picnic,1939-06-09,8,,4.593
s195,Movie,Luca,2021-06-17,95,,373.737
s878,Movie,Emil and the Detectives,1964-12-18,99,,2.703
s371,Movie,Disney's A Christmas Carol,2009-11-04,94,,38.824
s1121,Movie,Pete's Dragon,2016-08-10,103,,30.919
s1441,TV Show,Disney Mech-X4,2016-11-11,756,36,15.83
s348,Movie,Mulan,1998-06-18,88,,153.786
s1322,Movie,The Princess and the Frog,2009-12-08,98,,116.295
s245,TV Show,Big Shot,2021-04-16,459,10,31.186
s503,Movie,Artemis Fowl,2020-06-12,94,,34.923
s859,Movie,Disneynature Crimson Wing,2008-12-17,78,,4.48
s945,Movie,Hocus Pocus,1993-07-16,96,,110.2
s110,Movie,Far Away From Raven’s Home,2021-05-21,11,,2.065
s1321,Movie,The Prince and the Pauper,1990-11-16,25,,8.458
s769,Movie,BURN-E,2008-11-17,8,,8.048
s626,Movie,Timmy Failure: Mistakes Were Made,2020-01-25,99,,14.575
s827,TV Show,Disney Gravity Falls,2012-06-15,2354,106,171.656
s619,TV Show,Star Wars: The Clone Wars,2008-10-03,,193,100.491
s593,Movie,The Straight Story,1999-10-15,112,,9.637
s579,TV Show,Fish Hooks,2010-09-03,,110,10.771
s142,TV Show,Cesar Millan: Better Human Better Dog,2021-07-30,,15,6.335
s309,TV Show,Dinosaurs,1991-04-26,1771,77,29.649
s31,Movie,Pixar 2021 Disney+ Day Special,2021-11-12,4,,3.677
s209,TV Show,Bluey,2018-10-01,,159,42.651
s9,TV Show,Secrets of the Zoo: Tampa,2020-01-05,1080,24,0.674
s75,Movie,Black Widow,2021-07-07,134,,363.807
s40,Movie,Tick Tock Tale,2015-08-18,7,,5.326
s48,Movie,Snow Buddies,2008-02-05,87,,11.838
s1326,Movie,The Reluctant Dragon,1941-06-19,74,,8.045
s1116,TV Show,Out of the Box,1998-12-04,400,16,1.102
s1158,Movie,Recess: Taking the 5th Grade,2003-12-09,62,,9.431
s46,Movie,Prep & Landing: Operation Secret Santa,2010-12-07,7,,6.245
s1433,Movie,Justin Morgan had a Horse,1972-02-06,88,,1.952
s629,Movie,Around the World in 80 Days,2004-06-16,120,,22.789
s32,Movie,Shang-Chi and The Legend of The Ten Rings,2021-09-01,132,,632.806
s510,Movie,Chasing the Equinox,2019-11-19,45,,2.956
s77,Movie,Drain The Oceans: The Mississippi River & Arctic War,2021-08-02,45,,0.6
s153,Movie,Playing with Sharks,2021-06-05,95,,5.064
s1034,TV Show,Marvel Rising: Initiation (Shorts),2018-08-13,48,12,6.963
s1425,Movie,Zapped,2014-06-27,92,,12.982
s182,TV Show,Mickey Mouse Mixed-Up Adventures,2019-10-14,792,36,4.55
s79,TV Show,IMPACT with Gal Gadot,2021-04-26,78,6,2.346
s451,Movie,Cradle of the Gods,2012-03-01,0,,2.113
s1009,TV Show,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,2014-05-12,,1,0.6
s450,Movie,Black Is King,2020-07-31,85,,10.393
s970,TV Show,Iron Man Armored Adventures,2009-04-24,1144,52,13.351
s1386,Movie,Treasure Island,1950-07-19,96,,15.538
s278,TV Show,Mexico Untamed,2018-09-14,132,3,0.895
s221,Movie,Tinker Bell and the Legend of the NeverBeast,2014-12-12,77,,69.02
s1153,Movie,Ratatouille,2007-06-28,111,,154.644
s1366,Movie,Three Men and a Little Lady,1990-11-21,104,,10.869
s775,Movie,Candleshoe,1977-12-16,101,,6.755
s114,TV Show,"Mira, Royal Detective",2020-03-20,,104,6.69
s487,Movie,While You Were Sleeping,1995-04-21,103,,16.253
s980,Movie,Jonas Brothers: The Concert Experience,2009-02-27,76,,6.86
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),2005-05-17,140,,54.615
s690,Movie,Expedition Amelia,2019-10-20,95,,4.376
s1282,Movie,The Good Dinosaur,2015-11-14,93,,86.329
s375,Movie,Prep & Landing,2009-12-24,22,,8.412
s305,Movie,Disney My Music Story: Yoshiki,2021-02-05,47,,0.667
s548,Movie,The Princess Bride,1987-09-25,99,,19.697
s22,Movie,Frozen Fever,2015-03-09,8,,56.778
s642,Movie,Forky Asks a Question: What is Reading?,2020-01-10,4,,3.357
s1340,Movie,The Sound of Music,1965-03-29,175,,21.188
s127,TV Show,Gigantosaurus,2019-01-18,1704,142,8.227
s47,Movie,Santa Buddies: The Legend of Santa Paws,2009-10-22,88,,10.205
s502,Movie,Tummy Trouble,1989-06-23,7,,6.497
s1298,Movie,The Little Mermaid,1989-11-17,83,,141.374
s50,Movie,The Search for Santa Paws,2010-10-12,89,,11.036
s901,Movie,Freaky Friday,2003-08-05,97,,58.839
s832,TV Show,Disney K.C. Undercover,2015-01-18,1900,76,36.451
s1179,Movie,Santa's Workshop,1932-12-10,7,,5.566
s968,Movie,Invisible Sister,2015-12-10,77,,21.426
s264,TV Show,Secrets Of The Zoo,2018-07-29,,45,3.478
s887,TV Show,Fantastic Four: World's Greatest Heroes,2006-09-02,638,29,8.835
s902,Movie,Free Solo,2018-09-28,100,,14.959
s1391,Movie,Tru Confessions,2002-04-05,83,,5.116
s179,TV Show,The Croc That Ate Jaws,2021-07-12,45,1,0.6
s504,TV Show,Mighty Med,2013-10-07,1104,46,10.736
s1129,Movie,Piglet's Big Movie,2003-03-16,75,,11.499
s1054,TV Show,Marvel Ultimate Spider-Man,2012-04-01,,103,67.938
s322,Movie,Big Sharks Rule,2018-07-16,44,,1.528
s686,Movie,Marvel Studios' Thor: Ragnarok,2017-10-24,131,,604.63
s1421,Movie,You Lucky Dog,1998-06-27,88,,2.451
s506,Movie,The Story of the Animated Drawing,1955-11-30,49,,1.189
s383,TV Show,Marvel Super Hero Adventures,2017-10-13,,50,3.317
s877,TV Show,Elena of Avalor (Shorts),2016-07-22,,101,36.42
s1294,Movie,The Jungle Book: Mowgli's Story,1998-01-01,77,,8.682
s210,Movie,Dinner Is Served,2021-05-28,21,,2.313
s1133,Movie,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,151,,200.139
s386,Movie,Toy Story of Terror!,2013-10-16,22,,1.951
s505,Movie,The Liberty Story,1957-05-29,48,,1.199
s213,TV Show,Kingdom of the Polar Bears,2021-02-26,,2,1.331
s582,Movie,"Lambert, The Sheepish Lion",1952-02-08,8,,7.042
s599,TV Show,Be Our Chef,2020-03-27,275,11,2.127
s672,TV Show,The Proud Family,2001-09-15,1248,58,15.122
s283,Movie,Own the Room,2021-03-12,91,,1.826
s198,Movie,Strange Magic,2015-01-23,99,,35.315
s663,Movie,Drain The Titanic,2016-05-05,46,,4.311
s1450,Movie,Captain Sparky vs. The Flying Saucers,2013-01-06,3,,3.046
s90,TV Show,Rolie Polie Olie,1998-10-04,1782,81,10.54
s627,Movie,Toy Story 4,2019-06-19,100,,168.433
s594,Movie,Frankenweenie,2012-10-04,87,,42.719
s703,Movie,The Wonderful World of Disney Presents The Little Mermaid Live!,2019-11-05,90,,3.969
s474,Movie,X-Men: Apocalypse,2016-05-18,144,,102.092
s191,Movie,Wolfgang,2021-06-25,78,,5.026
s412,Movie,Notre Dame: Race Against The Inferno,2019-04-15,44,,1.996
s1145,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,1997-08-05,76,,14.882
s476,Movie,Hamilton: History Has Its Eyes on You,2020-07-10,46,,2.757
s1426,Movie,Zenon: Girl of the 21st Century,1999-01-23,97,,7.59
s1124,Movie,Phantom of the Megaplex,2000-11-10,89,,5.637
s282,Movie,Miss Peregrine's Home for Peculiar Children,2016-09-27,127,,72.201
s1353,Movie,The Ugly Duckling,1939-04-07,9,,8.273
s1098,TV Show,Muppet Moments (Shorts),2015-04-03,,41,1.769
s436,TV Show,Scuba Sam's World,2018-07-03,18,6,0.6
s543,TV Show,Lost Treasures Of Egypt,2019-07-07,990,22,5.703
s869,Movie,DuckTales The Movie: Treasure of the Lost Lamp,1990-08-03,74,,13.385
s235,TV Show,Spider-Man,1994-11-19,1452,66,47.645
s933,Movie,Hannah Montana The Movie,2009-04-10,102,,46.012
s819,Movie,Disney Den Brother,2010-08-13,89,,6.653
s257,Movie,Squanto: A Warrior's Tale,1994-10-28,102,,4.907
s705,TV Show,Mickey Mouse Roadster Racers,2017-01-15,,174,19.445
s766,Movie,Brother Bear 2,2006-08-17,73,,50.72
s817,Movie,Disney Bad Hair Day,2015-02-13,90,,8.051
s328,TV Show,Disney Gallery / Star Wars: The Mandalorian,2020-05-04,329,10,23.7
s498,Movie,Egypt's Treasure Guardians,2016-12-28,0,,3.526
s128,TV Show,Life Below Zero: Next Generation,2020-09-07,,38,2.204
s1301,Movie,The Little Whirlwind,1941-02-14,8,,2.182
s201,TV Show,Zenimation,2020-05-22,140,20,4.716
s1241,Movie,The Adventures of André & Wally B.,1984-12-17,2,,8.65
s1335,Movie,The Secret of the Magic Gourd,2007-06-29,85,,48.742
s93,TV Show,The Simpsons,1989-12-17,17800,809,500.886
s857,Movie,Disneynature Born in China,2016-08-12,76,,27.11
s993,TV Show,Kingdom of the White Wolf,2019-08-25,,3,3.728
s1420,Movie,Yellowstone Cubs,1963-06-01,48,,1.111
s1096,Movie,Mr. Mouse Takes a Trip,1940-11-01,8,,3.572
s1279,Movie,The Ghosts of Buxley Hall,1980-12-21,120,,2.387
s180,TV Show,When Sharks Attack,2013-07-14,,43,23.675
s530,Movie,Maleficent: Mistress of Evil,2019-10-16,119,,121.276
s556,TV Show,Tangled: The Series,2017-03-24,1477,69,31.194
s87,TV Show,Disney's Magic Bake-Off,2021-08-13,,12,2.065
s1362,Movie,Three Days,2001-12-09,91,,2.494
s1167,Movie,Riley’s First Date?,2015-11-03,8,,19.179
s315,Movie,Mary Poppins Returns,2018-12-13,131,,24.595
s33,Movie,Spin,2021-08-13,93,,7.771
s258,Movie,Caravan of Courage: An Ewok Adventure,1984-11-25,96,,17.609
s942,Movie,High School Musical 2,2007-08-17,111,,29.401
s1155,Movie,Ready to Run,2000-07-14,88,,2.787
s132,Movie,X-Men,2000-07-13,104,,2.525
s321,Movie,700 Sharks,2018-06-09,92,,4.13
s21,Movie,Feast,2005-10-14,95,,10.696
s463,TV Show,PJ Masks (Shorts),2015-09-18,,240,40.446
s1021,Movie,Lilo & Stitch,2002-06-21,85,,78.765
s1110,Movie,Oliver & Company,1988-11-18,77,,20.249
s533,TV Show,Awesome Animals,2017-04-13,,10,0.6
s1312,TV Show,The Muppets (Series),2015-09-22,391,17,7.326
s1059,TV Show,Marvel's Guardians of the Galaxy (Series),2015-09-05,1747,93,27.044
s809,Movie,Day & Night,2010-06-17,6,,16.617
s554,TV Show,America's Funniest Home Videos,1989-11-26,,696,13.41
s500,Movie,The Pirate Fairy,2014-02-13,78,,53.353
s70,Movie,Mickey's Tale of Two Witches,2021-10-07,46,,68.046
s911,Movie,George & A.J.,2009-11-10,4,,8.239
s1348,Movie,The Three Caballeros,1944-07-21,71,,10.188
s764,Movie,Brink!,1998-08-28,99,,6.29
s1412,Movie,Winter Storage,1949-06-03,7,,4.569
s1146,Movie,Pooh's Heffalump Movie,2005-02-11,68,,12.525
s431,TV Show,Jungle Animal Rescue,2020-02-05,270,6,0.757
s55,Movie,Bob Ballard: An Explorer's Life,2021-06-15,44,,1.235
s695,Movie,Marvel Rising: Heart of Iron,2019-04-03,44,,13.676
s263,Movie,Night at the Museum,2006-10-20,108,,31.701
s953,Movie,How Dogs Got Their Shapes,2016-04-17,44,,1.604
s1270,Movie,The Color of Friendship,2000-02-05,87,,5.554
s462,Movie,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,129,,169.06
s647,TV Show,Austin & Ally,2011-12-02,2175,87,25.61
s985,Movie,Jungle 2 Jungle,1997-03-04,97,,11.13
s207,Movie,Us Again,2021-03-03,7,,7.906
s577,Movie,Elephant,2003-09-20,81,,18.761
s892,Movie,Flight of the Navigator,1986-07-30,90,,12.925
s682,Movie,Forky Asks a Question: What is a Computer?,2019-12-13,3,,2.531
s413,TV Show,Once Upon a Time,2011-10-23,7095,165,102.861
s932,Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008-02-01,82,,8.698
s295,Movie,Shanghai Disney Resort Grand Opening Gala,2016-06-16,25,,0.961
s408,TV Show,Europe from Above,2019-11-10,810,18,2.496
s185,TV Show,Disney Raven's Home,2017-07-21,2400,96,43.42
s1444,Movie,Aquamarine,2006-03-03,104,,29.842
s570,Movie,Disneynature Penguins,2019-04-17,76,,2.596
s129,Movie,Eragon,2006-12-14,104,,28.838
s668,Movie,Marvel Rising: Battle of The Bands,2019-08-28,22,,7.483
s1266,Movie,The Cheetah Girls: One World,2008-08-22,90,,10.553
s881,Movie,Escape to Witch Mountain,1975-03-21,97,,8.65
s948,Movie,"Honey, I Shrunk the Kids",1989-06-23,93,,21.18
s803,TV Show,Crash & Bernstein,2012-10-08,,39,4.575
s1188,TV Show,Shake It Up,2010-11-07,,80,24.238
s767,Movie,Buffalo Dreams,2005-09-12,90,,3.932
s1142,Movie,Pocahontas,1995-06-14,81,,64.494
s310,Movie,Texas Storm Squad,2020-09-16,44,,1.602
s316,TV Show,WandaVision,2021-01-15,349,9,272.759
s409,Movie,Ever After: A Cinderella Story,1998-07-31,121,,20.348
s303,Movie,Rodgers & Hammerstein's Cinderella,1997-11-02,88,,9.418
s1043,Movie,Marvel Studios' Captain America: The Winter Soldier,2014-03-20,136,,77.248
s151,TV Show,Turning the Tables with Robin Roberts,2021-07-28,104,4,3.532
s786,Movie,Cars Toon: The Radiator Springs 500 1/2,2014-05-20,6,,7.902
s801,Movie,Corn Chips,1951-03-23,7,,3.481
s82,Movie,Alvin and the Chipmunks: The Road Chip,2015-12-17,92,,37.368
s291,Movie,Myth: A Frozen Tale,2021-02-26,11,,2.905
s532,Movie,John Carter,2012-03-07,132,,128.264
s924,TV Show,Great Migrations,2010-11-07,360,8,2.928
s990,Movie,Kim Possible Movie: So the Drama,2005-04-08,71,,10.64
s108,TV Show,Miraculous: Tales Of Ladybug & Cat Noir,2015-10-19,4390,173,338.968
s761,Movie,Brave,2012-06-21,93,,134.03
s589,TV Show,Sonny With A Chance,2009-02-08,,48,18.626
s963,Movie,Inspector Gadget,1999-07-23,78,,13.594
s314,Movie,Isle of Dogs,2018-03-23,101,,23.804
s607,Movie,The Finest Hours,2016-01-27,117,,26.479
s388,Movie,Clouds,2020-10-09,121,,30.081
s648,TV Show,Billy Dilley's Super-Duper Subterranean Summer,2017-06-03,,13,1.063
s1329,Movie,The Rescuers Down Under,1990-11-16,77,,6.783
s541,Movie,How to Play Baseball,1942-09-04,8,,3.455
s406,TV Show,Becoming,2020-09-18,250,10,1.932
s1102,TV Show,My Friends Tigger & Pooh,2007-05-12,2904,132,19.578
s1081,Movie,Mighty Joe Young,1998-12-25,114,,13.844
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,2020-01-24,,19,4.292
s923,Movie,Grasshopper and the Ants,1934-02-10,8,,5.658
s914,Movie,Giants of the Deep Blue,2017-08-06,0,,1.542
s10,Movie,A Muppets Christmas: Letters To Santa,2008-12-17,55,,5.754
s979,Movie,Johnny Tsunami,1999-07-24,88,,8.181
s59,TV Show,PJ Masks,2015-09-18,,240,40.446
s334,Movie,Dory's Reef Cam,2020-12-18,182,,130.137
s950,Movie,Horse Sense,1999-11-20,92,,4.656
s732,Movie,Atlantis Rising,2017-01-29,93,,4.57
s965,Movie,Into the Grand Canyon,2019-02-09,84,,4.466
